pid,year,month,MC1000_lat,MC1000_lon,MC1000_mpw,MC1000,det_lat,det_lon,det_mpw,deterministic,stoch20days_lat,stoch20days_lon,stoch20days_mpw,stoch20days
10111,2010,4,30.01403,-83.84817,1.3491,none,29.74042,-84.82493,1.422,none,29.80724,-84.60934,1.4168,Dog Island
10112,2010,4,30.03077,-83.84412,1.3493,none,29.76714,-84.69697,1.4173,St. George Island SP,29.76306,-84.6998,1.417,St. George Island SP
10113,2010,4,29.62929,-85.13264,1.4251,St. Vincent National Wildlife Refuge,29.66002,-84.8454,1.4027,St. George Island,29.63945,-85.01262,1.4286,none
10114,2010,4,28.40752,-80.61252,0.7352,none,28.40358,-80.62199,0.737,none,28.40311,-80.61331,0.7369,none
10115,2010,4,28.44489,-80.58843,0.7364,none,28.4647,-80.58145,0.7357,none,28.44761,-80.58954,0.7359,none
10116,2010,4,28.39846,-80.60704,0.7342,Jetty Park,28.38621,-80.62211,0.7366,none,28.38973,-80.61658,0.7362,none
10117,2010,4,28.45433,-80.65951,0.6927,none,28.39726,-80.62435,0.7357,none,28.35881,-80.61421,0.7374,Cocoa Beach
10118,2010,4,30.01075,-83.85461,0.4135,none,29.9162,-83.80088,0.4276,none,29.702,-84.80323,0.4373,none
10119,2010,4,29.99768,-83.81765,0.4134,none,29.78673,-83.63699,0.4278,none,29.79608,-83.64461,0.4279,none
10120,2010,4,29.95124,-83.73244,0.4176,none,29.74418,-83.5987,0.4278,none,29.8041,-83.66243,0.4272,none
10121,2010,4,29.98388,-83.80675,0.4158,none,29.86341,-83.6873,0.4278,none,29.90269,-83.73508,0.4268,none
10122,2010,4,28.49472,-80.55574,0.7457,Canaveral Air Force Station,28.79109,-80.7905,0.7416,none,28.80535,-80.7949,0.7407,none
10123,2010,4,28.40343,-80.61786,0.742,none,28.39645,-80.62329,0.7449,none,28.40036,-80.63558,0.7418,none
10124,2010,4,28.49298,-80.55537,0.7457,Canaveral Air Force Station,28.5023,-80.56563,0.7453,Canaveral Air Force Station,28.69559,-80.78251,0.7396,none
10125,2010,4,28.41604,-80.63481,0.7334,none,28.3968,-80.62844,0.7449,none,28.40228,-80.63765,0.7433,none
10126,2010,4,29.93807,-83.69459,0.4045,none,29.92482,-83.71741,0.4064,none,29.93562,-83.69327,0.405,none
10131,2010,4,29.55366,-83.38975,1.0966,none,29.67286,-83.49148,1.1144,none,29.66007,-83.50658,1.1096,none
10132,2010,4,29.99189,-83.76566,1.0584,none,29.69308,-83.54394,1.1022,none,29.68275,-83.50767,1.1105,none
10133,2010,4,29.98767,-83.76081,1.0582,none,29.76879,-83.60109,1.1022,none,29.75603,-83.5967,1.1115,none
10134,2010,4,29.73871,-83.54213,1.1089,none,29.67061,-83.51999,1.0938,none,29.73411,-83.55459,1.1118,none
10139,2010,4,29.46141,-83.28881,0.2643,none,29.47139,-83.33662,0.2638,none,29.41059,-83.34759,0.2664,none
10140,2010,4,29.73987,-81.26413,0.1549,none,29.73453,-81.27316,0.1549,none,29.7385,-81.26872,0.1549,none
10141,2010,4,30.01475,-81.3465,0.1547,none,30.01956,-81.34628,0.1547,none,30.01541,-81.34869,0.1546,none
10142,2010,4,29.99717,-81.33262,0.1546,Ponte Vedra (South),,,,none,29.99944,-81.31762,0.1547,Ponte Vedra (South)
10143,2010,4,29.76247,-81.27722,0.1545,none,29.75483,-81.27419,0.1549,none,29.76466,-81.27807,0.1544,none
10148,2010,4,28.73128,-82.7696,0.5813,none,28.72762,-82.76995,0.5815,none,29.39283,-83.25099,0.5646,none
10149,2010,4,28.68893,-82.77182,0.5815,none,28.69521,-82.77399,0.5812,none,28.69123,-82.7722,0.5814,none
10150,2010,4,28.71475,-82.75998,0.5815,none,29.45105,-83.27394,0.5612,none,28.71677,-82.76125,0.5814,none
10151,2010,4,29.95153,-83.66521,0.5388,none,29.6645,-83.48896,0.5664,none,29.66219,-83.50572,0.5655,none
10153,2010,4,29.9637,-81.3172,0.6151,Ponte Vedra (South),,,,none,29.9643,-81.31519,0.6152,Ponte Vedra (South)
10154,2010,4,30.01267,-81.34965,0.6143,none,30.00365,-81.35076,0.6153,none,30.01221,-81.35061,0.6144,none
10155,2010,4,29.98029,-81.31497,0.6146,Ponte Vedra (South),29.95421,-81.31402,0.6153,Ponte Vedra (South),29.95424,-81.30742,0.6155,Ponte Vedra (South)
10156,2010,4,30.00424,-81.34551,0.6146,none,30.01397,-81.33875,0.6146,Ponte Vedra (South),30.00557,-81.34779,0.6143,none
10157,2010,4,29.86026,-81.29379,0.6128,none,29.87024,-81.28249,0.6149,Anastasia State Park,29.85958,-81.29046,0.6137,none
10158,2010,4,29.99615,-81.34408,0.6149,none,29.99009,-81.34635,0.6153,none,29.99577,-81.34605,0.6146,none
10159,2010,4,30.01403,-81.35638,0.6136,none,30.01881,-81.36135,0.6146,none,30.01678,-81.35863,0.6141,none
10160,2010,4,30.01142,-81.33876,0.6149,none,30.00549,-81.34243,0.6139,none,30.00996,-81.34227,0.6145,none
10161,2010,4,29.85083,-81.26691,0.6153,Saint Augustine Beach,29.81758,-81.27499,0.6136,Saint Augustine Beach,29.852,-81.2674,0.6151,Saint Augustine Beach
10162,2010,4,29.98488,-81.31572,0.6153,Ponte Vedra (South),29.98065,-81.3392,0.6136,none,29.98403,-81.30844,0.6155,Ponte Vedra (South)
10163,2010,4,30.01388,-81.34288,0.6147,none,30.01568,-81.35147,0.6139,none,30.01573,-81.34549,0.6144,none
10164,2010,4,30.00388,-81.3423,0.6147,none,30.0004,-81.34561,0.6153,none,30.00544,-81.34237,0.6144,none
10165,2010,4,30.00714,-81.34895,0.6136,none,30.00873,-81.35876,0.6136,none,30.00811,-81.34775,0.614,none
10166,2010,4,30.01225,-81.34459,0.6147,none,30.0097,-81.35028,0.6139,none,30.01401,-81.34516,0.6144,none
10167,2010,4,30.01061,-81.34196,0.6149,none,30.00612,-81.35392,0.6153,none,30.00952,-81.34336,0.6146,none
10168,2010,4,29.83985,-81.28146,0.6124,Saint Augustine Beach,29.83469,-81.27466,0.6146,Saint Augustine Beach,29.84286,-81.28286,0.6118,none
10177,2010,4,29.04454,-82.84723,0.5979,none,29.12094,-83.04476,0.6027,none,29.10789,-83.05855,0.6012,none
10178,2010,4,28.79673,-82.80318,0.581,none,28.93233,-82.83506,0.6147,none,29.20444,-83.1013,0.6032,none
10179,2010,4,29.15709,-83.05119,0.6008,none,29.15512,-83.04285,0.603,none,29.15805,-83.04868,0.6023,none
10180,2010,4,29.55159,-83.36063,0.5698,none,29.27017,-83.2052,0.5916,none,29.20348,-83.0978,0.6021,none
10181,2010,4,30.10862,-81.34869,0.8319,Guana Tolomato Matanzas NERR,30.115,-81.35597,0.8305,Guana Tolomato Matanzas NERR,30.11111,-81.35142,0.8313,Guana Tolomato Matanzas NERR
10182,2010,4,30.05808,-81.35238,0.83,none,30.05589,-81.35432,0.8305,none,30.05809,-81.35757,0.8297,none
10183,2010,4,30.04554,-81.34372,0.8323,Guana River (South),30.0335,-81.3484,0.8328,none,30.0453,-81.3468,0.8318,none
10184,2010,4,30.09753,-81.35374,0.8315,Guana Tolomato Matanzas NERR,30.10647,-81.35689,0.8318,Guana Tolomato Matanzas NERR,30.0985,-81.35396,0.8316,Guana Tolomato Matanzas NERR
10206,2010,4,30.26607,-81.40949,1.1566,none,30.27419,-81.41724,1.1553,none,30.26352,-81.41334,1.1564,none
10207,2010,4,30.2562,-81.4094,1.1554,none,30.25907,-81.41119,1.1553,none,30.25813,-81.40956,1.1553,none
10208,2010,4,30.26272,-81.40227,1.1556,none,,,,none,30.26551,-81.40534,1.1551,none
10209,2010,4,30.24816,-81.39713,1.1558,Ponte Vedra (North),30.25275,-81.41381,1.1534,none,30.25118,-81.40087,1.1553,none
10235,2010,4,29.94241,-83.69711,0.3206,none,29.92146,-83.72512,0.3236,none,29.94162,-83.70014,0.3214,none
10236,2010,4,30.29919,-81.41166,1.2091,none,30.2941,-81.41348,1.2077,none,30.29974,-81.41207,1.2082,none
10237,2010,4,30.33795,-81.41331,1.2102,S Duval County Beaches,30.3238,-81.43491,1.2071,none,30.34478,-81.41135,1.2099,S Duval County Beaches
10238,2010,4,30.29519,-81.40507,1.2091,S Duval County Beaches,,,,none,30.29781,-81.40639,1.2089,S Duval County Beaches
10239,2010,4,30.29631,-81.40116,1.2091,S Duval County Beaches,30.30337,-81.39839,1.2104,S Duval County Beaches,30.29112,-81.40528,1.2083,S Duval County Beaches
10256,2010,4,29.94152,-83.70176,0.2443,none,29.39703,-83.30079,0.251,none,29.40308,-83.30343,0.2508,none
10292,2010,4,29.99728,-83.80901,0.0703,none,29.48806,-83.39444,0.0721,none,29.4945,-83.3955,0.072,none
10293,2010,4,30.44796,-81.41741,0.1611,Little Talbot Island State Park,30.40648,-81.43006,0.161,none,30.44845,-81.40991,0.1611,Little Talbot Island State Park
10294,2010,4,30.43587,-81.40934,0.1611,Little Talbot Island State Park,,,,none,30.45044,-81.4025,0.1612,Little Talbot Island State Park
10295,2010,4,30.36835,-81.40349,0.161,Hanna Park,,,,none,30.40435,-81.39331,0.161,Mayport Naval Air Station
10296,2010,4,30.41058,-81.41267,0.161,Huguenot Park,,,,none,30.41229,-81.4085,0.1611,Huguenot Park
10329,2010,4,30.28602,-86.01333,0.0746,East (Walton) County Beaches,30.27685,-85.9989,0.0745,East (Walton) County Beaches,30.40091,-86.33686,0.0738,none
10330,2010,4,30.46699,-81.41401,0.4331,Little Talbot Island State Park,,,,none,30.46626,-81.41235,0.4331,Little Talbot Island State Park
10331,2010,4,30.46655,-81.41054,0.4332,Little Talbot Island State Park,,,,none,30.50514,-81.40222,0.4336,none
10332,2010,4,,,,none,,,,none,30.45467,-81.38872,0.4332,none
10333,2010,4,30.4432,-81.41336,0.4335,Little Talbot Island State Park,30.43111,-81.41861,0.4332,Little Talbot Island State Park,30.45111,-81.40991,0.4334,Little Talbot Island State Park
10334,2010,4,30.38676,-86.89459,0.136,Navarre Beach,30.39306,-86.89341,0.1361,Navarre Beach,30.38504,-86.90232,0.136,Navarre Beach
10335,2010,4,30.00778,-83.83243,0.0683,none,29.79364,-84.5611,0.0736,none,29.79887,-84.5528,0.0736,none
10336,2010,4,,,,none,,,,none,30.54955,-81.39816,0.2971,none
10337,2010,4,30.48214,-81.40839,0.297,Little Talbot Island State Park,,,,none,30.50156,-81.4031,0.2971,Little Talbot Island State Park
10338,2010,4,,,,none,,,,none,30.50842,-81.39449,0.297,none
10339,2010,4,30.46548,-81.41518,0.2971,Little Talbot Island State Park,30.46822,-81.41774,0.297,Little Talbot Island State Park,30.5023,-81.40262,0.2973,none
10340,2010,4,30.38856,-86.96768,0.0982,none,30.38835,-86.96705,0.0982,none,30.39176,-87.16063,0.0975,none
10341,2010,4,30.03803,-83.90186,0.1322,none,29.89576,-83.72483,0.1371,none,30.03687,-84.00514,0.1347,none
10342,2010,4,30.03062,-83.90269,0.1344,none,29.94425,-83.86907,0.1353,none,29.89755,-83.70879,0.1369,none
10343,2010,4,29.96276,-83.75301,0.1311,none,29.89725,-83.73946,0.1372,none,29.90239,-83.73798,0.1371,none
10344,2010,4,29.99869,-83.84173,0.1325,none,30.04611,-83.97897,0.1349,none,29.90008,-83.71218,0.137,none
10345,2010,4,,,,none,30.62642,-81.41042,0.2002,none,30.65842,-81.38952,0.2003,none
10346,2010,4,,,,none,,,,none,30.60368,-81.40263,0.2002,none
10347,2010,4,,,,none,,,,none,30.58938,-81.39014,0.2002,none
10348,2010,4,,,,none,,,,none,30.64842,-81.40043,0.2003,none
10349,2010,4,30.38787,-87.00054,0.2912,none,30.3857,-86.99204,0.2915,none,30.3868,-86.99705,0.2911,none
10350,2010,4,30.39514,-87.0487,0.2891,none,30.38933,-86.89998,0.2915,Navarre Beach,30.38877,-86.91021,0.2911,Navarre Beach
10351,2010,4,30.36502,-86.93057,0.2913,Gulf Islands National Seashore (Santa Rosa Island),30.3854,-86.99645,0.2915,none,30.36722,-87.20356,0.2896,none
10352,2010,4,30.38854,-87.00582,0.2913,none,30.3864,-87.01363,0.2912,none,30.38787,-87.00745,0.2911,none
10353,2010,4,30.06915,-84.16809,0.3809,none,29.86842,-84.4241,0.3938,none,30.00933,-84.16672,0.3964,none
10354,2010,4,30.03667,-83.91397,0.3729,none,30.02539,-84.31895,0.3904,none,29.81247,-84.60726,0.3937,Dog Island
10355,2010,4,29.9179,-84.38875,0.3902,none,29.79477,-84.64301,0.3938,Dog Island,29.80418,-84.64508,0.3939,none
10356,2010,4,29.98824,-83.79942,0.3709,none,30.00468,-84.16621,0.3964,none,29.84822,-84.49497,0.3939,none
10357,2010,4,30.00323,-83.83968,0.3685,none,30.01803,-84.30434,0.3904,none,29.99437,-84.20602,0.3962,none
10358,2010,4,30.0173,-83.8477,0.3678,none,29.81526,-84.59824,0.3938,Dog Island,29.81606,-84.60518,0.3937,Dog Island
10359,2010,4,29.99722,-83.84987,0.3777,none,29.99385,-84.22291,0.3969,none,30.01213,-84.24173,0.3933,none
10360,2010,4,29.8151,-84.58522,0.3936,Dog Island,29.81638,-84.58887,0.3934,Dog Island,29.8364,-84.58878,0.3942,Dog Island
10361,2010,4,30.02001,-83.85521,0.3714,none,29.83653,-84.55858,0.3938,Dog Island,29.83556,-84.56701,0.3937,Dog Island
10362,2010,4,30.01594,-83.88759,0.3776,none,29.84488,-84.53099,0.3934,none,29.85127,-84.53824,0.394,none
10363,2010,4,29.99151,-83.81873,0.3712,none,29.77841,-84.66212,0.3938,Dog Island,30.00604,-84.30193,0.3889,none
10364,2010,4,29.91046,-84.35223,0.392,Bald Point State Park,30.01809,-84.29676,0.3904,none,30.0081,-84.3004,0.3898,none
10365,2010,4,29.81214,-84.5874,0.3938,Dog Island,29.81473,-84.59357,0.3934,Dog Island,29.81292,-84.59118,0.3937,Dog Island
10366,2010,4,30.03998,-83.90659,0.3775,none,29.82756,-84.57081,0.3938,Dog Island,29.99819,-84.2022,0.3961,none
10367,2010,4,30.01912,-83.88773,0.3744,none,30.02513,-84.28493,0.3902,none,30.03004,-84.25412,0.3887,none
10368,2010,4,30.00884,-83.8498,0.3705,none,29.81551,-84.63593,0.3938,none,29.81683,-84.6409,0.394,none
10369,2010,4,29.95664,-83.74196,0.4463,none,30.01762,-84.29388,0.4631,none,30.01215,-84.30083,0.4619,none
10370,2010,4,30.01373,-83.85048,0.0622,none,29.86338,-84.38489,0.0665,none,29.86514,-84.39828,0.0665,none
10371,2010,4,29.98804,-83.80781,0.0513,none,29.98594,-83.96906,0.0537,none,29.99543,-83.96333,0.0536,none
10372,2010,4,30.0173,-83.86946,0.1365,none,30.05173,-84.0516,0.1353,none,29.99753,-83.88283,0.1375,none
10373,2010,4,,,,none,30.65296,-81.41808,0.1967,Amelia Island,30.65838,-81.41168,0.1968,none
10374,2010,4,,,,none,,,,none,30.61437,-81.39745,0.1967,none
10375,2010,4,,,,none,,,,none,30.58872,-81.41219,0.1967,none
10376,2010,4,,,,none,30.65328,-81.41219,0.1968,none,30.65817,-81.40284,0.1969,none
10377,2010,4,30.40044,-86.89978,0.2576,none,30.40243,-86.89509,0.2581,none,30.40031,-86.89637,0.2577,none
10378,2010,4,30.38811,-87.05066,0.2556,none,30.39664,-86.88245,0.2582,none,30.21087,-85.96777,0.2624,none
10379,2010,4,30.39656,-86.8989,0.2571,none,30.31709,-86.95168,0.2605,none,30.39472,-86.89942,0.2577,none
10380,2010,4,30.40137,-86.84437,0.2561,none,30.32225,-86.98539,0.2605,none,30.39731,-86.84708,0.2577,Eglin Air Force Base (Santa Rosa County)
10399,2010,4,30.39467,-87.04689,0.3401,none,30.38961,-86.91904,0.3424,none,30.38845,-86.90805,0.3423,Navarre Beach
10400,2010,4,30.4473,-86.70833,0.342,none,30.45657,-86.71951,0.3426,none,30.25543,-86.01022,0.3482,East (Walton) County Beaches
10401,2010,4,30.39686,-86.93097,0.3427,none,30.39671,-86.93301,0.3426,none,30.30868,-87.03763,0.3456,none
10402,2010,4,30.43724,-86.75418,0.342,none,30.32421,-86.98005,0.3458,none,30.43615,-86.74994,0.3421,none
10403,2010,4,,,,none,30.64948,-81.42087,0.4425,Amelia Island,30.65433,-81.41973,0.4423,Amelia Island
10404,2010,4,30.69507,-81.43232,0.4428,Fort Clinch,30.69781,-81.42753,0.442,Fort Clinch,30.69875,-81.43184,0.4427,Fort Clinch
10405,2010,4,30.6639,-81.43303,0.4426,Amelia Island,30.66549,-81.43374,0.4425,Amelia Island,30.74178,-81.40489,0.4432,none
10406,2010,4,30.71383,-81.45004,0.4425,Fort Clinch,30.72176,-81.45095,0.4423,Fort Clinch,30.71776,-81.44613,0.4428,Fort Clinch
10415,2010,4,30.29943,-87.5376,0.4744,none,30.30662,-87.53104,0.4744,none,30.29802,-87.54076,0.4741,none
10416,2010,4,30.30312,-87.54113,0.4744,none,30.31029,-87.54971,0.4746,none,30.30248,-87.54135,0.4745,none
10417,2010,4,30.29472,-87.54365,0.4742,none,30.27279,-87.6335,0.4723,none,30.2926,-87.55125,0.474,none
10418,2010,4,30.29626,-87.55107,0.4725,none,30.27987,-87.53848,0.4752,none,30.29745,-87.55376,0.4743,none
10419,2010,4,30.29249,-87.4958,0.2196,Perdido Key,30.2415,-87.64864,0.2184,none,30.29718,-87.50247,0.2195,Perdido Key
10420,2010,4,30.31363,-87.48416,0.3632,none,30.32019,-87.46273,0.365,none,30.3075,-87.46593,0.365,Perdido Key State Park
10421,2010,4,30.35151,-86.16077,0.309,none,30.35714,-86.84652,0.3073,none,30.35203,-86.16147,0.3089,none
10422,2010,4,,,,none,,,,none,30.7399,-81.43234,0.2517,none
10455,2010,4,30.34859,-87.15762,0.449,none,30.343,-87.15704,0.449,Pensacola Beach,30.34918,-87.15954,0.4489,none
10456,2010,4,30.36339,-87.14908,0.4473,none,30.30959,-87.30165,0.4461,Gulf Islands National Seashore (Perdido Key),30.36168,-87.15092,0.4481,none
10457,2010,4,30.35827,-87.15368,0.4477,none,30.32129,-87.27199,0.4461,Gulf Islands National Seashore (Fort Pickens),30.35652,-87.15025,0.4487,none
10458,2010,4,30.35803,-87.18291,0.448,none,30.3591,-87.178,0.449,none,30.35589,-87.18475,0.4482,none
10459,2010,4,30.35663,-87.17298,0.4486,none,30.35786,-87.17458,0.449,none,30.3539,-87.17133,0.4491,none
10460,2010,4,30.35475,-87.15935,0.4481,none,30.35729,-87.15988,0.449,none,30.35864,-87.16189,0.4488,none
10461,2010,4,30.36826,-87.16014,0.4455,none,30.35708,-87.14429,0.449,none,30.36065,-87.15411,0.4482,none
10462,2010,4,30.36496,-87.16468,0.4479,none,30.30978,-87.29559,0.4461,Gulf Islands National Seashore (Fort Pickens),30.36368,-87.1614,0.4488,none
10463,2010,4,30.34967,-87.15983,0.4472,none,30.29547,-87.39931,0.4461,Gulf Islands National Seashore (Perdido Key),30.34813,-87.16247,0.4484,none
10464,2010,4,30.35282,-87.18168,0.4475,none,30.35178,-87.17496,0.449,none,30.35916,-87.19126,0.4459,none
10465,2010,4,30.35667,-87.15048,0.4464,none,30.34646,-87.13921,0.449,Pensacola Beach,30.35265,-87.14735,0.4481,none
10466,2010,4,30.36454,-87.18174,0.4438,none,30.29531,-87.39927,0.4461,Gulf Islands National Seashore (Perdido Key),30.35006,-87.16576,0.4488,none
10467,2010,4,30.34057,-87.1665,0.4483,Pensacola Beach,30.35082,-87.24908,0.4422,none,30.34161,-87.16813,0.4487,Pensacola Beach
10468,2010,4,30.36454,-87.1649,0.4473,none,30.36189,-87.16858,0.449,none,30.36135,-87.16809,0.4482,none
10469,2010,4,30.3674,-87.15586,0.4475,none,30.38241,-87.16236,0.448,none,30.36114,-87.1551,0.4487,none
10470,2010,4,30.3624,-87.15905,0.4483,none,30.31354,-87.25439,0.4461,Gulf Islands National Seashore (Fort Pickens),30.36075,-87.15979,0.4488,none
10471,2010,4,30.38011,-87.09797,0.1789,none,30.36133,-87.07061,0.1792,Pensacola Beach,30.36052,-87.06887,0.1793,Pensacola Beach
10472,2010,4,30.35835,-87.14661,0.1773,none,30.37344,-87.21316,0.1764,none,30.35667,-87.14943,0.1786,none
10473,2010,4,30.35511,-87.09051,0.179,Pensacola Beach,30.34995,-87.08233,0.1792,Pensacola Beach,30.35821,-87.09408,0.1792,none
10474,2010,4,30.36021,-87.15151,0.1779,none,30.29519,-87.33887,0.1781,none,30.35968,-87.15028,0.1788,none
10475,2010,4,30.41959,-87.18884,0.3839,none,30.35388,-87.01874,0.4017,Gulf Islands National Seashore (Santa Rosa Island),30.3511,-87.01216,0.4019,Gulf Islands National Seashore (Santa Rosa Island)
10476,2010,4,30.40486,-87.20698,0.2824,none,30.34017,-86.95036,0.2929,none,30.3411,-86.94801,0.293,none
10477,2010,4,30.45556,-86.7073,0.3206,none,30.3521,-86.97461,0.3245,Gulf Islands National Seashore (Santa Rosa Island),30.45646,-86.70421,0.3206,none
10478,2010,4,30.3897,-86.45428,0.1434,Mid (Okaloosa) County Beaches,30.39581,-86.45831,0.1434,Mid (Okaloosa) County Beaches,30.39025,-86.45763,0.1433,Mid (Okaloosa) County Beaches
10479,2010,4,30.37062,-86.34369,0.199,Miramar Beach,30.35148,-86.31612,0.1994,Topsail Hill State Park,30.35491,-86.31395,0.1994,Topsail Hill State Park
10480,2010,4,30.39059,-86.39667,0.1985,East (Okaloosa) County Beaches,30.36585,-86.33469,0.1993,Miramar Beach,30.39163,-86.39704,0.1985,East (Okaloosa) County Beaches
10481,2010,4,30.38655,-86.30356,0.199,none,30.39101,-86.30924,0.1988,none,30.38922,-86.30953,0.1989,none
10482,2010,4,30.38139,-86.41579,0.199,East (Okaloosa) County Beaches,30.35479,-86.35277,0.1994,Miramar Beach,30.3814,-86.41325,0.1989,East (Okaloosa) County Beaches
10483,2010,4,30.44956,-86.65012,0.8339,none,30.46836,-86.6747,0.8316,none,30.45635,-86.65584,0.8335,none
10484,2010,4,30.41095,-86.65209,0.835,Eglin Air Force Base (Okaloosa - West),30.4225,-86.66373,0.8348,none,30.4473,-86.68653,0.8326,none
10485,2010,4,30.44229,-86.66411,0.8334,none,30.43476,-86.6632,0.8344,none,30.4464,-86.66507,0.8331,none
10486,2010,4,30.45079,-86.65707,0.8331,none,30.46105,-86.66322,0.8335,none,30.45436,-86.65966,0.833,none
10487,2010,4,30.7337,-81.4596,1.1591,none,,,,none,30.74107,-81.4492,1.159,none
10488,2010,4,30.74067,-81.46565,1.159,none,30.75099,-81.4579,1.1596,none,30.7441,-81.46074,1.1597,none
10489,2010,4,30.74565,-81.46584,1.1595,none,30.74797,-81.46378,1.1609,none,30.75117,-81.45888,1.1595,none
10490,2010,4,30.71718,-81.44993,1.1584,Fort Clinch,,,,none,30.71828,-81.45225,1.1582,Fort Clinch
10491,2010,4,30.7428,-81.46523,1.1592,none,30.73938,-81.47018,1.1583,none,30.7492,-81.45724,1.159,none
10492,2010,4,30.74299,-81.46341,1.16,none,,,,none,30.75026,-81.45809,1.1601,none
10493,2010,4,30.741,-81.45733,1.1583,none,,,,none,30.74078,-81.44332,1.1582,none
10494,2010,4,30.73785,-81.46539,1.1584,none,30.74122,-81.4673,1.1577,none,30.74259,-81.45196,1.159,none
10495,2010,4,30.74749,-81.46169,1.1593,none,30.75176,-81.46423,1.1571,none,30.74964,-81.45612,1.1599,none
10496,2010,4,30.72168,-81.45828,1.1583,Fort Clinch,,,,none,30.73458,-81.43124,1.1584,none
